subjectCode,MSVList,numberStudents
EVS4071,"[17002197, 17003756, 17005014, 18000339, 18000511, 18003067, 18004221, 18005893, 18006929, 18007412, 18008804, 19004285, 20000134, 20000137, 20000203, 20000206, 20000394, 20000448, 20000458, 20000691, 20000758, 20000792, 20000894, 20000923, 20000995, 20001298, 20001465, 20001687, 20001801, 20001861, 20001896, 20002183, 20002478, 20002553, 20002576, 20002650, 20002853, 20003057, 20003136, 20003223, 20003266, 20003300, 20003347, 20003476, 20003565, 20003666, 20003682, 20003742, 20003832, 20003874, 20003876, 20003968, 20004004, 20004100, 20004126, 20004165, 20004408, 20004443, 20004560, 20004586, 20004615, 20004630, 20004644, 20004645, 20004727, 20004898, 20004990, 20005008, 20005053, 20005143, 20005458, 20005461, 20005510, 20005663, 20005795, 20006098, 20006186, 20006404, 20006496, 20006665, 20006736, 20006797, 20006975, 20006989, 20007023, 20007053, 20007156, 20007163, 20007178, 20007303, 20007461, 20007501, 20007579, 20007588, 20007593, 20007832, 20007896, 20007932, 20008002, 20008100, 20008182, 20008182, 20008231, 20008265, 20008496, 20008569, 20008602, 20008617, 20008662, 20008772, 20008906, 20008989, 20009166, 20009194, 20009211, 20009308, 20009535, 20009616, 20009725, 20009837, 21001676]",121
EVS4071 CLCKHMT,"[20005238, 20006588, 20007359, 20008761, 20009538, 20009742]",6
EVS4073,"[17001547, 17008293, 18000061, 18000333, 18000511, 18002233, 18002841, 18007412, 18008903, 19000098, 19000415, 19000770, 19001031, 19001114, 19001158, 19001652, 19001655, 19001711, 19002667, 19002825, 19002845, 19003228, 19003561, 19003720, 19003897, 19004580, 19004591, 19004827, 19004926, 19005538, 19005636, 19006330, 19006391, 19006856, 19006908, 19007155, 19007437, 19007596, 19007758, 19008415, 19008806, 19009764, 19009927, 20009852]",44
EVS4073 CLCCNKTMT,"[19000775, 19003171, 19005339, 19005397, 19006850, 21003804]",6
GEO1050,"[17007082, 18002341, 18003708, 18003770, 18004449, 18004851, 18005139, 18005263, 18009381, 19000496, 19000545, 19000762, 19001304, 19001726, 19001761, 19002269, 19002361, 19002411, 19002472, 19003053, 19003187, 19003317, 19003412, 19004404, 19004477, 19004495, 19004537, 19004730, 19005667, 19005756, 19006154, 19006323, 19007784, 19008194, 19008248, 19008317, 19008537, 19009218, 19009388, 19009416, 19009830, 20000058, 20000068, 20000275, 20000288, 20000299, 20000412, 20000481, 20000482, 20000535, 20000544, 20000545, 20000555, 20000740, 20000755, 20000775, 20000831, 20000908, 20000950, 20001240, 20001360, 20001371, 20001433, 20001469, 20001591, 20001610, 20001677, 20001679, 20001728, 20001736, 20001763, 20001799, 20001828, 20001902, 20002296, 20002305, 20002330, 20002400, 20002415, 20002505, 20002566, 20002960, 20002964, 20003010, 20003089, 20003105, 20003184, 20003239, 20003251, 20003334, 20003365, 20003394, 20003600, 20003703, 20003775, 20003989, 20004073, 20004117, 20004128, 20004146, 20004280, 20004300, 20004555, 20004555, 20004575, 20004613, 20004797, 20005066, 20005069, 20005108, 20005299, 20005334, 20005372, 20005397, 20005420, 20005420, 20005694, 20006034, 20006115, 20006239, 20006314, 20006345, 20006372, 20006380, 20006473, 20006637, 20006714, 20006806, 20006850, 20006980, 20007131, 20007365, 20007768, 20007796, 20007812, 20007866, 20007885, 20007904, 20007948, 20008032, 20008070, 20008162, 20008166, 20008170, 20008190, 20008261, 20008295, 20008303, 20008325, 20008510, 20008671, 20008686, 20008754, 20008817, 20009188, 20009254, 20009329, 20009336, 20009373, 20009432, 20009434, 20009446, 20009448, 20009485, 20009503, 20009674, 20009853, 20009901, 20009907, 20009918, 20009972, 21000004, 21000033, 21000045, 21000058, 21000066, 21000097, 21000108, 21000124, 21000150, 21000154, 21000191, 21000243, 21000275, 21000314, 21000322, 21000415, 21000424, 21000514, 21000515, 21000535, 21000555, 21000556, 21000583, 21000610, 21000683, 21000751, 21000755, 21000761, 21000770, 21000770, 21000791, 21000917, 21000969, 21001008, 21001054, 21001200, 21001212, 21001229, 21001233, 21001237, 21001243, 21001258, 21001310, 21001317, 21001328, 21001335, 21001379, 21001417, 21001441, 21001462, 21001469, 21001489, 21001510, 21001567, 21001582, 21001610, 21001645, 21001652, 21001655, 21001677, 21001679, 21001694, 21001716, 21001723, 21001741, 21001828, 21001877, 21001945, 21001959, 21001984, 21001992, 21002033, 21002076, 21002102, 21002110, 21002115, 21002136, 21002176, 21002210, 21002211, 21002218, 21002265, 21002267, 21002276, 21002277, 21002302, 21002345, 21002355, 21002375, 21002400, 21002400, 21002434, 21002442, 21002462, 21002566, 21002584, 21002612, 21002651, 21002667, 21002673, 21002815, 21002816, 21002825, 21002891, 21002895, 21002917, 21002960, 21002962, 21002964, 21003000, 21003006, 21003010, 21003019, 21003053, 21003055, 21003085, 21003088, 21003089, 21003105, 21003142, 21003146, 21003174, 21003176, 21003182, 21003184, 21003187, 21003245, 21003296, 21003301, 21003342, 21003357, 21003365, 21003381, 21003390, 21003481, 21003494, 21003556, 21003561, 21003587, 21003600, 21003622, 21003623, 21003628, 21003659, 21003671, 21003691, 21003697, 21003697, 21003703, 21003717, 21003718, 21003720, 21003729, 21003732, 21003755, 21003770, 21003793, 21003818, 21003842, 21003873, 21003889, 21003892, 21003895, 21003918, 21003943, 21003989, 21004003, 21004017, 21004025, 21004028, 21004055, 21004114, 21004127, 21004128, 21004155, 21004168, 21004173, 21004264, 21004265, 21004273, 21004278, 21004287, 21004299, 21004304, 21004345, 21004373, 21004382, 21004418, 21004496, 21004514, 21004520, 21004529, 21004575, 21004580, 21004590, 21004590, 21004591, 21004599, 21004613, 21004650, 21004654, 21004728, 21004744, 21004746, 21004748, 21004765, 21004786, 21004807, 21004813, 21004836, 21004868, 21004880, 21004908, 21004917, 21004949, 21004969, 21005008, 21005009, 21005017, 21005045, 21005069, 21005079, 21005083, 21005083, 21005105, 21005115, 21005132, 21005133, 21005135, 21005150, 21005208, 21005238, 21005287, 21005299, 21005301, 21005329, 21005334, 21005336, 21005337, 21005366, 21005372, 21005410, 21005472, 21005481, 21005500, 21005503, 21005511, 21005563, 21005576, 21005579, 21005586, 21005623, 21005636, 21005652, 21005667, 21005694, 21005719, 21005745, 21005779, 21005784, 21005788, 21005795, 21005934, 21005982, 21006004, 21006022, 21006070, 21006089, 21006115, 21006133, 21006153, 21006156, 21006156, 21006160, 21006166, 21006216, 21006221, 21006239, 21006249, 21006303, 21006322, 21006336, 21006354, 21006362, 21006378, 21006379, 21006442, 21006445, 21006452, 21006480, 21006526, 21006526, 21006548, 21006570, 21006588, 21006590, 21006606, 21006648, 21006651, 21006677, 21006688, 21006693, 21006702, 21006732, 21006735, 21006748, 21006752, 21006753, 21006762, 21006790, 21006828, 21006856, 21006892, 21006902, 21006908, 21006943, 21006976, 21006980, 21007030, 21007045, 21007054, 21007082, 21007109, 21007196, 21007232, 21007234, 21007246, 21007322, 21007333, 21007365, 21007393, 21007411, 21007419, 21007448, 21007475, 21007495, 21007506, 21007593, 21007634, 21007681, 21007722, 21007737, 21007742, 21007747, 21007758, 21007759, 21007764, 21007768, 21007796, 21007802, 21007807, 21007820, 21007858, 21007885, 21007936, 21007939, 21007956, 21007975, 21007991, 21008032, 21008035, 21008070, 21008073, 21008080, 21008106, 21008152, 21008170, 21008190, 21008194, 21008220, 21008248, 21008261, 21008326, 21008377, 21008398, 21008405, 21008415, 21008452, 21008474, 21008544, 21008613, 21008657, 21008663, 21008668, 21008866, 21008909, 21008930, 21008946, 21008996, 21009002, 21009010, 21009048, 21009051, 21009074, 21009078, 21009158, 21009188, 21009215, 21009218, 21009244, 21009250, 21009274, 21009297, 21009328, 21009329, 21009354, 21009364, 21009373, 21009385, 21009398, 21009428, 21009471, 21009486, 21009543, 21009637, 21009640, 21009641, 21009653, 21009671, 21009683, 21009695, 21009853, 21009884, 21009897, 21009929, 21009940, 21009958, 21009980]",599
GEO2016,"[19001008, 19002178, 19003152, 19005055, 19008485, 19009215, 19009932, 20002246]",8
GEO2025,"[19001008, 19002178, 19003152, 19005055, 19008485, 19009215, 19009932, 20002246, 20005034, 21000545, 21004751, 21006637]",12
GEO2059,"[17002810, 18001679, 18004017, 18004979, 18006501, 18006570, 18009641, 20000176, 20000424, 20000514, 20000956, 20000979, 20001064, 20001490, 20001887, 20002573, 20002848, 20002872, 20002897, 20002972, 20003088, 20003089, 20003174, 20003270, 20003755, 20004472, 20004599, 20004603, 20004823, 20005079, 20005083, 20005108, 20005579, 20005652, 20005710, 20006249, 20006552, 20006672, 20007419, 20007448, 20008248, 20009272, 20009434, 20009880, 21000176, 21001400, 21002273, 21002531, 21002872, 21004223, 21004462, 21004899, 21007411, 21007833, 21007906, 21007933, 21008992]",57
GEO2110,"[19003810, 20002324, 20002974, 20004693, 20004771, 20005928, 20007657]",7
GEO2300,"[19000891, 19005182, 19006216, 20001854, 20003801, 20004822, 20005583, 20006205, 20008998, 20009078, 20009620, 21000012, 21000064, 21000128, 21000134, 21000149, 21000206, 21000370, 21000394, 21000401, 21000416, 21000448, 21000458, 21000502, 21000691, 21000702, 21000792, 21000922, 21000923, 21000929, 21000959, 21000995, 21001097, 21001122, 21001187, 21001206, 21001298, 21001343, 21001423, 21001426, 21001501, 21001669, 21001679, 21001687, 21001724, 21001729, 21001801, 21001814, 21001862, 21001896, 21001940, 21001989, 21002115, 21002118, 21002150, 21002183, 21002251, 21002252, 21002280, 21002306, 21002310, 21002315, 21002324, 21002327, 21002452, 21002472, 21002553, 21002598, 21002648, 21002650, 21002899, 21002954, 21002974, 21003088, 21003089, 21003092, 21003123, 21003136, 21003226, 21003299, 21003300, 21003350, 21003445, 21003476, 21003482, 21003507, 21003549, 21003565, 21003666, 21003682, 21003700, 21003716, 21003742, 21003782, 21003824, 21003876, 21003880, 21003918, 21003974, 21004100, 21004126, 21004137, 21004165, 21004179, 21004235, 21004276, 21004298, 21004300, 21004410, 21004513, 21004555, 21004560, 21004586, 21004615, 21004644, 21004658, 21004665, 21004680, 21004693, 21004709, 21004738, 21004771, 21004822, 21004822, 21004839, 21004898, 21005053, 21005102, 21005102, 21005106, 21005135, 21005337, 21005354, 21005375, 21005384, 21005385, 21005420, 21005544, 21005583, 21005663, 21005668, 21005669, 21005675, 21005702, 21005707, 21005749, 21005818, 21005885, 21005887, 21005900, 21005906, 21005928, 21005946, 21005992, 21006034, 21006053, 21006082, 21006098, 21006404, 21006435, 21006496, 21006522, 21006612, 21006621, 21006637, 21006665, 21006736, 21006884, 21006903, 21006926, 21006941, 21006975, 21006989, 21007023, 21007108, 21007163, 21007178, 21007303, 21007357, 21007405, 21007449, 21007461, 21007501, 21007579, 21007582, 21007583, 21007588, 21007628, 21007657, 21007688, 21007832, 21007840, 21007889, 21007983, 21008054, 21008064, 21008199, 21008199, 21008231, 21008250, 21008265, 21008271, 21008293, 21008318, 21008511, 21008671, 21008726, 21008839, 21008906, 21008915, 21008917, 21008989, 21009041, 21009046, 21009108, 21009166, 21009193, 21009197, 21009211, 21009283, 21009308, 21009352, 21009378, 21009442, 21009503, 21009590, 21009663, 21009725, 21009727, 21009837, 21009870, 21009932, 21009960, 21009994]",234
GEO2304,"[19000248, 19002133, 19003390, 19003631, 19003895, 19004284, 19006542, 19007759, 19009172, 19009674, 19009884, 20000963, 20002787, 20003106, 20003605, 20004245, 20004481, 20004691, 20005702, 20006411, 20007723, 20007971, 20008750, 20009184, 21003716, 21004555, 21004822, 21007023, 21007832, 21007840]",30
GEO2319,"[20000128, 20000401, 20000515, 20000697, 20000702, 20000762, 20000983, 20001210, 20001343, 20001423, 20001761, 20001814, 20001925, 20002150, 20002246, 20002697, 20002894, 20003063, 20003451, 20003529, 20003549, 20003700, 20003974, 20004235, 20004298, 20004719, 20004839, 20005059, 20005669, 20005687, 20005818, 20005885, 20005906, 20006272, 20006612, 20007271, 20007285, 20007345, 20007511, 20007746, 20008054, 20008070, 20008686, 20009059, 20009078, 20009352, 20009376, 20009438, 20009590, 20009774, 20009962]",51
GEO2320,"[17001490, 17002889, 18004382, 18007364, 19000254, 19000314, 19000424, 19000514, 19000884, 19000891, 19000956, 19000979, 19001008, 19001054, 19001192, 19001258, 19001491, 19001887, 19001992, 19002152, 19002178, 19002233, 19002375, 19002481, 19002848, 19002897, 19003053, 19003152, 19003174, 19004223, 19004278, 19004472, 19004496, 19004599, 19004823, 19004899, 19005055, 19005079, 19005083, 19005108, 19005150, 19005182, 19005579, 19005931, 19006060, 19006115, 19006180, 19006216, 19006243, 19006354, 19006552, 19006599, 19006672, 19007419, 19007448, 19007833, 19008248, 19008485, 19008860, 19008903, 19009215, 19009434, 19009880, 19009932, 20000697, 20000702, 20001210, 20001343, 20001761, 20001814, 20002410, 20003063, 20003974, 20004298, 20004839, 20005669, 20005818, 21002974, 21003736, 21005885, 21005928, 21006637, 21007510, 21008915, 21009590]",85
GEO2400,"[20007357, 21000206, 21000394, 21000416, 21000448, 21000458, 21000502, 21000691, 21000792, 21000922, 21000923, 21000959, 21000995, 21001298, 21001426, 21001465, 21001679, 21001687, 21001801, 21002183, 21002280, 21002553, 21002648, 21002650, 21003057, 21003092, 21003136, 21003226, 21003300, 21003476, 21003565, 21003666, 21003682, 21003742, 21003824, 21003876, 21004100, 21004126, 21004165, 21004513, 21004560, 21004586, 21004615, 21004644, 21004680, 21004709, 21004898, 21005053, 21005102, 21005385, 21005583, 21005663, 21005702, 21005707, 21005887, 21005946, 21006098, 21006404, 21006435, 21006496, 21006665, 21006736, 21006975, 21006989, 21007163, 21007178, 21007303, 21007357, 21007449, 21007461, 21007501, 21007579, 21007588, 21007832, 21008231, 21008250, 21008265, 21008906, 21008917, 21008989, 21009166, 21009211, 21009308, 21009725, 21009837]",85
GEO2404,"[20001858, 20007299, 20008998, 21000134, 21000206, 21000394, 21000416, 21000448, 21000458, 21000502, 21000691, 21000792, 21000922, 21000923, 21000959, 21000995, 21001298, 21001426, 21001679, 21001687, 21002183, 21002280, 21002342, 21002553, 21002648, 21002650, 21003092, 21003136, 21003226, 21003300, 21003476, 21003565, 21003666, 21003682, 21003742, 21003824, 21003876, 21004100, 21004126, 21004165, 21004513, 21004560, 21004586, 21004615, 21004680, 21004898, 21005053, 21005102, 21005385, 21005583, 21005663, 21005675, 21005702, 21005707, 21005887, 21005946, 21006098, 21006404, 21006435, 21006496, 21006665, 21006736, 21006975, 21006989, 21007023, 21007163, 21007178, 21007303, 21007357, 21007449, 21007461, 21007501, 21007579, 21007588, 21008231, 21008250, 21008265, 21008906, 21008917, 21008989, 21009166, 21009211, 21009308, 21009725, 21009837]",85
GEO3119,"[20000259, 20001540, 20001550, 20001978, 20002658, 20003641, 20004260, 20004498, 20004691, 20004936, 20004936, 20005016, 20006411, 20007626, 20007723, 20008402, 20008704]",17
GEO3143,"[19000248, 19001258, 19002133, 19003390, 19003631, 19003895, 19004284, 19006542, 19007759, 19009172, 19009674, 19009884]",12
GEO3209,"[21000038, 21000311, 21000545, 21000733, 21000880, 21000954, 21002288, 21002671, 21003032, 21003076, 21003389, 21003571, 21003656, 21003731, 21004259, 21004854, 21005181, 21005436, 21005530, 21006231, 21006372, 21006949, 21007201, 21007301, 21008032, 21009254, 21009315, 21009773, 21009913, 21009917]",30
GEO3219,"[17004128, 18000259, 18001317, 18001813, 18003171, 18003777, 18004604, 18004748, 18006453, 18006892, 18008646, 18009154, 18009929, 20001592]",14
GEO3224,"[19003810, 20002246, 20002324, 20002974, 20004693, 20004771, 20005928]",7
GEO3237,"[21000064, 21000149, 21001187, 21001724, 21001989, 21003299, 21003482, 21003716, 21003880, 21004276, 21004300, 21004555, 21005354, 21005384, 21005544, 21005668, 21005749, 21005992, 21006522, 21006884, 21006903, 21006941, 21007108, 21007582, 21007628, 21007840, 21008199, 21008671, 21008726, 21009503, 21009727]",31
GEO3263,"[18001728, 18004264, 19000891, 19007330, 20000128, 20000401, 20000515, 20000697, 20000702, 20000762, 20000983, 20001210, 20001338, 20001343, 20001423, 20001501, 20001592, 20001669, 20001761, 20001814, 20001925, 20002045, 20002150, 20002252, 20002310, 20002327, 20002410, 20002452, 20002598, 20002697, 20002880, 20002894, 20003063, 20003088, 20003451, 20003529, 20003549, 20003700, 20003801, 20003974, 20004081, 20004235, 20004298, 20004397, 20004665, 20004719, 20004738, 20004748, 20004839, 20004945, 20005034, 20005059, 20005669, 20005687, 20005818, 20005885, 20005906, 20005950, 20006034, 20006272, 20006612, 20006637, 20007271, 20007285, 20007345, 20007405, 20007511, 20007746, 20008054, 20008070, 20008686, 20009059, 20009078, 20009193, 20009352, 20009376, 20009438, 20009590, 20009774, 20009960, 20009962, 21002598, 21003088, 21003918, 21004751, 21005900, 21006637, 21007983, 21009193, 21009590]",90
GEO3265,"[17005538, 17007045, 19000254, 19000314, 19000424, 19000514, 19000884, 19000891, 19000956, 19000979, 19001054, 19001192, 19001491, 19001887, 19001992, 19002152, 19002233, 19002375, 19002481, 19002848, 19002897, 19003053, 19003174, 19004223, 19004278, 19004472, 19004496, 19004599, 19004823, 19004899, 19005079, 19005083, 19005108, 19005150, 19005182, 19005579, 19005931, 19006060, 19006115, 19006180, 19006216, 19006243, 19006354, 19006552, 19006599, 19006672, 19007419, 19007448, 19007833, 19008248, 19008860, 19008903, 19009434, 19009880, 20002452, 20004839, 20005669, 20009078, 21005420, 21007983]",60
GEO3266,"[17006218, 17007045, 18001565, 18003659, 18005982, 18007805, 18009929, 19006216, 19007330, 20000128, 20000401, 20000515, 20000697, 20000702, 20000762, 20000983, 20001210, 20001343, 20001423, 20001669, 20001761, 20001814, 20002045, 20002327, 20002410, 20002697, 20002880, 20002894, 20003063, 20003451, 20003529, 20003801, 20003974, 20004235, 20004298, 20004397, 20004719, 20004738, 20004748, 20004839, 20004945, 20005059, 20005669, 20005687, 20005818, 20005885, 20005950, 20006034, 20006272, 20007285, 20007345, 20007511, 20008054, 20009059, 20009352, 20009376, 20009438, 20009590, 20009960, 20009962]",60
GEO3269,"[17000235, 17005538, 17007045, 18004264, 19000254, 19000314, 19000424, 19000514, 19000884, 19000891, 19000956, 19000979, 19001054, 19001192, 19001491, 19001887, 19001992, 19002152, 19002233, 19002375, 19002481, 19002848, 19002897, 19003053, 19003174, 19004223, 19004278, 19004472, 19004496, 19004599, 19004823, 19005079, 19005083, 19005108, 19005150, 19005182, 19005579, 19005931, 19006060, 19006115, 19006180, 19006243, 19006354, 19006552, 19006599, 19006672, 19007419, 19007448, 19007833, 19008248, 19008860, 19008903, 19009434, 19009880, 20001210, 20002327, 20004081, 20004822, 20005669, 20005818, 20008686, 21004751, 21005420, 21005900, 21006637, 21007983, 21008915]",67
